day,month,year,Hour,Temperature(�C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(�C),Solar Radiation (MJ/m2),Rainfall(mm),S0wfall (cm),Seasons,1,Functioning Day,Rented Bike Count
5,12,2017,13,-1.6,27,0,1955,-18.2,0,0,0,2,0,1,325
5,12,2017,14,-1.1,28,0,2000,-17.3,0,0,0,2,0,1,334
5,12,2017,15,-0.7,28,0,2000,-16.9,0,0,0,2,0,1,353
5,12,2017,16,-0.5,30,0,2000,-16,0,0,0,2,0,1,435
5,12,2017,17,-1.6,35,0,2000,-15.1,0,0,0,2,0,1,529
5,12,2017,18,-2.6,40,0,2000,-14.4,0,0,0,2,0,1,789
5,12,2017,19,-3.2,45,0,2000,-13.5,0,0,0,2,0,1,597
5,12,2017,20,-3.5,46,0,2000,-13.4,0,0,0,2,0,1,418
5,12,2017,21,-3.7,47,0,2000,-13.3,0,0,0,2,0,1,415
5,12,2017,22,-2.8,49,0,2000,-12,0,0,0,2,0,1,393
5,12,2017,23,-2.5,59,0,1210,-9.4,0,0,0,2,0,1,244
6,12,2017,0,-2.8,77,0,331,-6.2,0,0.1,0.1,2,0,1,145
6,12,2017,1,-3,79,0,293,-6.1,0,0,0.3,2,0,1,144
6,12,2017,2,-3,79,0,1862,-6.1,0,0,0.4,2,0,1,117
6,12,2017,3,-3.2,78,0,1808,-6.4,0,0.2,0.4,2,0,1,78
6,12,2017,4,-3.4,75,0,1982,-7.2,0,0,0.4,2,0,1,58
6,12,2017,5,-3.6,76,0,1934,-7.2,0,0,0.4,2,0,1,87
6,12,2017,6,-3.7,76,0,1864,-7.3,0,0,0.4,2,0,1,142
6,12,2017,7,-4.2,77,0,1741,-7.6,0,0,0.3,2,0,1,379
6,12,2017,8,-4.2,78,0,1518,-7.4,0.01,0,0.2,2,0,1,802
6,12,2017,9,-3.3,70,0,1324,-7.9,0.25,0,0.2,2,0,1,440
6,12,2017,10,-0.9,64,0,1224,-6.8,0.63,0,0.2,2,0,1,307
6,12,2017,11,1.6,57,1.2,1261,-6,0.93,0,0,2,0,1,381
6,12,2017,12,2.4,52,0.9,1224,-6.4,1.08,0,0,2,0,1,405
6,12,2017,13,4.2,47,1.1,1469,-6.1,1.1,0,0,2,0,1,442
6,12,2017,14,5.5,34,1,1966,-9.1,0.96,0,0,2,0,1,416
6,12,2017,15,5.5,31,3.1,1968,-10.3,0.72,0,0,2,0,1,412
6,12,2017,16,5.3,37,2.9,2000,-8.2,0.36,0,0,2,0,1,496
6,12,2017,17,4.1,60,2.5,1565,-2.9,0.1,0,0,2,0,1,239
6,12,2017,18,1.7,90,1,66,0.2,0,0.3,0.3,2,0,1,204
6,12,2017,19,1.2,92,0.7,180,0,0,0,1,2,0,1,205
6,12,2017,20,1.2,94,0.6,228,0.3,0,0,1,2,0,1,190
6,12,2017,21,1.1,92,0.5,235,0,0,0.7,1,2,0,1,165
6,12,2017,22,1.3,92,0.6,233,0.1,0,0,1,2,0,1,222
6,12,2017,23,1.3,92,0.6,209,0.1,0,0,1,2,0,1,193
7,12,2017,0,1.4,92,0.5,240,0.2,0,0,0.9,2,0,1,198
7,12,2017,1,1.5,92,0.4,227,0.3,0,0,0.9,2,0,1,218
7,12,2017,2,1.4,92,0.7,168,0.2,0,0,0.9,2,0,1,149
7,12,2017,3,1.9,91,1.4,218,0.5,0,0,0.9,2,0,1,102
7,12,2017,4,1.6,92,0.7,119,0.4,0,0,0.9,2,0,1,62
7,12,2017,5,1.5,92,1.1,175,0.3,0,0,0.9,2,0,1,83
7,12,2017,6,1,93,0.5,148,0,0,0,0.9,2,0,1,137
7,12,2017,7,0.3,93,0.5,173,-0.7,0,0,0.9,2,0,1,367
7,12,2017,8,-0.2,96,0.8,173,-0.7,0.01,0,0.8,2,0,1,754
7,12,2017,9,0.1,91,0.8,265,-1.1,0.14,0,0.8,2,0,1,415
7,12,2017,10,1.1,83,0.7,311,-1.4,0.41,0,0.7,2,0,1,321
7,12,2017,11,2.3,69,1.7,628,-2.8,0.63,0,0.6,2,0,1,333
7,12,2017,12,3.7,65,2.4,833,-2.2,0.98,0,0.3,2,0,1,431
7,12,2017,13,4.1,37,3.1,1767,-9.3,1.14,0,0,2,0,1,394
7,12,2017,14,4.4,36,2.7,1975,-9.4,1.04,0,0,2,0,1,390
7,12,2017,15,4,35,3.1,1962,-10.1,0.84,0,0,2,0,1,430
7,12,2017,16,3.2,38,2.9,1817,-9.7,0.51,0,0,2,0,1,471
7,12,2017,17,2.1,50,2,1434,-7.2,0.15,0,0,2,0,1,552
7,12,2017,18,0.7,46,2.7,1558,-9.6,0,0,0,2,0,1,795
7,12,2017,19,-0.4,47,2.5,1269,-10.3,0,0,0,2,0,1,507
7,12,2017,20,-1.4,47,2.5,1620,-11.2,0,0,0,2,0,1,390
7,12,2017,21,-2.2,46,2.2,1975,-12.2,0,0,0,2,0,1,402
7,12,2017,22,-2.7,48,2.6,1844,-12.2,0,0,0,2,0,1,389
7,12,2017,23,-3.2,50,2.1,1887,-12.1,0,0,0,2,0,1,259
8,12,2017,0,-3.5,49,2.6,1893,-12.6,0,0,0,2,0,1,233
8,12,2017,1,-3.7,50,2.5,1902,-12.6,0,0,0,2,0,1,230
8,12,2017,2,-4.3,53,1,1918,-12.4,0,0,0,2,0,1,131
8,12,2017,3,-4.8,52,1.6,1978,-13.1,0,0,0,2,0,1,99
8,12,2017,4,-5.3,53,2.4,1936,-13.4,0,0,0,2,0,1,71
8,12,2017,5,-5.8,56,2,1941,-13.1,0,0,0,2,0,1,84
8,12,2017,6,-6,56,3.5,1853,-13.3,0,0,0,2,0,1,158
8,12,2017,7,-6.5,57,0.8,1776,-13.6,0,0,0,2,0,1,387
8,12,2017,8,-7,59,0.8,1559,-13.6,0.01,0,0,2,0,1,780
8,12,2017,9,-6.7,50,0.9,1492,-15.4,0.23,0,0,2,0,1,395
8,12,2017,10,-5.3,44,2.8,1516,-15.6,0.63,0,0,2,0,1,261
8,12,2017,11,-3.7,39,1.4,1595,-15.6,0.93,0,0,2,0,1,310
8,12,2017,12,-2,30,1.4,1728,-17.3,1.14,0,0,2,0,1,355
8,12,2017,13,-1.7,28,1.8,1963,-17.8,1.22,0,0,2,0,1,354
8,12,2017,14,-1.3,27,3.1,1906,-17.9,1.12,0,0,2,0,1,350
8,12,2017,15,-0.8,26,3.3,1977,-17.9,0.87,0,0,2,0,1,362
8,12,2017,16,-1.1,24,3.4,2000,-19.1,0.56,0,0,2,0,1,401
8,12,2017,17,-2.4,30,2.7,2000,-17.6,0.18,0,0,2,0,1,500
8,12,2017,18,-3.1,33,1.2,2000,-17.1,0,0,0,2,0,1,752
8,12,2017,19,-3.3,35,1.1,2000,-16.6,0,0,0,2,0,1,477
8,12,2017,20,-3.3,34,1.5,2000,-16.9,0,0,0,2,0,1,384
8,12,2017,21,-3.3,35,0.5,2000,-16.6,0,0,0,2,0,1,336
8,12,2017,22,-3.4,39,1.2,2000,-15.4,0,0,0,2,0,1,347
8,12,2017,23,-3.5,43,0.9,2000,-14.3,0,0,0,2,0,1,275
9,12,2017,0,-3.5,48,0.9,1967,-12.9,0,0,0,2,0,1,267
9,12,2017,1,-4.1,49,0.6,2000,-13.2,0,0,0,2,0,1,296
9,12,2017,2,-4.7,50,0.7,1983,-13.5,0,0,0,2,0,1,237
9,12,2017,3,-4.3,47,0.6,1992,-13.9,0,0,0,2,0,1,169
9,12,2017,4,-4.3,49,0.7,2000,-13.4,0,0,0,2,0,1,96
9,12,2017,5,-4.7,49,0.8,1999,-13.8,0,0,0,2,0,1,56
9,12,2017,6,-5.1,53,0.9,1975,-13.2,0,0,0,2,0,1,76
9,12,2017,7,-5.5,56,0.8,1950,-12.9,0,0,0,2,0,1,127
9,12,2017,8,-5.4,56,0.7,1940,-12.8,0.01,0,0,2,0,1,222
9,12,2017,9,-4.7,48,1,1784,-14,0.23,0,0,2,0,1,291
9,12,2017,10,-2.2,42,1.3,1646,-13.4,0.61,0,0,2,0,1,273
9,12,2017,11,0,45,1.1,1500,-10.5,0.89,0,0,2,0,1,351
9,12,2017,12,2.4,40,0.8,1809,-9.8,1.05,0,0,2,0,1,427
9,12,2017,13,3.9,36,2,1702,-9.8,1.13,0,0,2,0,1,431
9,12,2017,14,4.7,32,2.2,1948,-10.6,1.06,0,0,2,0,1,486
9,12,2017,15,5.2,30,2,1963,-11,0.84,0,0,2,0,1,569
9,12,2017,16,4.4,33,1.6,1963,-10.5,0.4,0,0,2,0,1,546
9,12,2017,17,3.5,37,1.8,1963,-9.8,0.1,0,0,2,0,1,481
9,12,2017,18,2.5,41,1,1974,-9.4,0,0,0,2,0,1,384
9,12,2017,19,1.5,48,0.4,1878,-8.3,0,0,0,2,0,1,275
9,12,2017,20,0.8,51,1.4,1848,-8.2,0,0,0,2,0,1,298
9,12,2017,21,-0.1,55,0.7,1654,-8,0,0,0,2,0,1,321
9,12,2017,22,-0.5,55,0.6,1655,-8.4,0,0,0,2,0,1,289
9,12,2017,23,-0.1,54,1.3,1570,-8.3,0,0,0,2,0,1,265
10,12,2017,0,-0.2,55,1,1629,-8.1,0,0,0,2,0,1,326
10,12,2017,1,-0.2,54,0.5,1747,-8.4,0,0,0,2,0,1,280
10,12,2017,2,0.2,52,0.7,1726,-8.5,0,0,0,2,0,1,243
10,12,2017,3,0.3,53,0.5,1748,-8.1,0,0,0,2,0,1,169
10,12,2017,4,0.4,52,1.6,1816,-8.3,0,0,0,2,0,1,71
10,12,2017,5,0.3,74,1,178,-3.7,0,0,0.7,2,0,1,13
10,12,2017,6,-0.5,90,0.9,91,-1.9,0,2.5,2.7,2,0,1,9
10,12,2017,7,-0.4,92,1.1,121,-1.5,0,0,4,2,0,1,20
10,12,2017,8,-0.2,90,1.2,378,-1.6,0,0,4.1,2,0,1,35
10,12,2017,9,0.2,90,1,305,-1.2,0,1.6,4.3,2,0,1,31
10,12,2017,10,0.5,91,0.4,143,-0.8,0,0,4.3,2,0,1,19
10,12,2017,11,0.9,92,0.9,137,-0.2,0.03,0,3.9,2,0,1,58
10,12,2017,12,2.3,88,0.3,245,0.5,0.28,0,3.1,2,0,1,119
10,12,2017,13,3.3,87,1.1,230,1.3,0.54,0,2.1,2,0,1,182
10,12,2017,14,4.2,85,0.7,325,1.8,0.65,0,1.4,2,0,1,235
10,12,2017,15,6.7,63,4.5,715,0.1,0.35,0,1,2,0,1,180
10,12,2017,16,5.4,71,3.5,622,0.5,0.2,0,0.5,2,0,1,214
10,12,2017,17,3.6,65,4.3,1061,-2.3,0.03,0,0.4,2,0,1,226
10,12,2017,18,2,61,3,2000,-4.7,0,0,0,2,0,1,210
10,12,2017,19,1.6,53,4,2000,-6.9,0,0,0,2,0,1,181
10,12,2017,20,0.6,57,3.9,1954,-6.9,0,0,0,2,0,1,165
10,12,2017,21,0,59,3,1862,-7,0,0,0,2,0,1,167
10,12,2017,22,-1,56,4.7,2000,-8.6,0,0,0,2,0,1,152
10,12,2017,23,-1.4,43,4.3,2000,-12.3,0,0,0,2,0,1,148
11,12,2017,0,-2.5,39,3.4,2000,-14.5,0,0,0,2,0,1,125
11,12,2017,1,-3.4,36,3.8,2000,-16.3,0,0,0,2,0,1,111
11,12,2017,2,-4.2,35,3.4,2000,-17.4,0,0,0,2,0,1,67
11,12,2017,3,-4.7,38,2.4,2000,-16.8,0,0,0,2,0,1,45
11,12,2017,4,-5.2,35,3.2,2000,-18.3,0,0,0,2,0,1,44
11,12,2017,5,-5.6,38,3.2,1974,-17.6,0,0,0,2,0,1,86
11,12,2017,6,-5.9,39,2.9,1979,-17.6,0,0,0,2,0,1,136
11,12,2017,7,-6,39,3.1,1996,-17.7,0,0,0,2,0,1,325
11,12,2017,8,-6,38,3.6,1994,-18,0.01,0,0,2,0,1,653
11,12,2017,9,-5.9,36,5.1,1941,-18.6,0.1,0,0,2,0,1,326
11,12,2017,10,-5.3,32,4.5,2000,-19.4,0.62,0,0,2,0,1,212
11,12,2017,11,-4.7,36,3.8,2000,-17.5,1,0,0,2,0,1,226
11,12,2017,12,-5.2,33,4.6,1973,-19,1.26,0,0,2,0,1,247
11,12,2017,13,-5.4,32,5.1,1986,-19.5,1.24,0,0,2,0,1,241
11,12,2017,14,-5.4,31,4.1,1945,-19.9,1.13,0,0,2,0,1,253
11,12,2017,15,-5.5,33,4.5,2000,-19.2,0.92,0,0,2,0,1,269
11,12,2017,16,-6,40,4,2000,-17.4,0.55,0,0,2,0,1,277
11,12,2017,17,-7.1,44,4.2,2000,-17.3,0.18,0,0,2,0,1,361
11,12,2017,18,-7.9,43,3.3,2000,-18.3,0,0,0,2,0,1,557
11,12,2017,19,-8.6,45,3.9,2000,-18.4,0,0,0,2,0,1,371
11,12,2017,20,-9.3,49,3.8,2000,-18,0,0,0,2,0,1,254
11,12,2017,21,-9.7,51,2.5,2000,-17.9,0,0,0,2,0,1,266
11,12,2017,22,-10.2,50,3,2000,-18.6,0,0,0,2,0,1,222
11,12,2017,23,-10.7,53,1.2,2000,-18.4,0,0,0,2,0,1,174
12,12,2017,0,-11,51,1.1,2000,-19.1,0,0,0,2,0,1,133
12,12,2017,1,-11.2,51,1.1,2000,-19.3,0,0,0,2,0,1,127
12,12,2017,2,-11.5,50,0.7,2000,-19.8,0,0,0,2,0,1,95
12,12,2017,3,-11.6,50,2.2,1995,-19.9,0,0,0,2,0,1,54
12,12,2017,4,-11.6,47,2.1,1982,-20.6,0,0,0,2,0,1,46
12,12,2017,5,-11.6,45,2.8,1951,-21.1,0,0,0,2,0,1,65
12,12,2017,6,-11.8,47,2.5,1973,-20.8,0,0,0,2,0,1,104
12,12,2017,7,-12.1,50,2.3,1929,-20.4,0,0,0,2,0,1,280
12,12,2017,8,-12.3,52,1.3,1914,-20.1,0,0,0,2,0,1,580
12,12,2017,9,-11.8,46,2.9,1956,-21.1,0.1,0,0,2,0,1,275
12,12,2017,10,-10.5,45,3.3,1855,-20.1,0.6,0,0,2,0,1,184
12,12,2017,11,-9.4,42,3.1,1815,-19.9,0.93,0,0,2,0,1,201
12,12,2017,12,-8.3,35,2.9,1967,-21,1.14,0,0,2,0,1,228
12,12,2017,13,-6.9,37,2.4,1955,-19.1,1.22,0,0,2,0,1,225
12,12,2017,14,-5.4,32,2,1930,-19.5,1.12,0,0,2,0,1,258
12,12,2017,15,-5.8,30,2.8,2000,-20.6,0.92,0,0,2,0,1,250
12,12,2017,16,-6,29,2.8,1983,-21.2,0.58,0,0,2,0,1,248
12,12,2017,17,-7,32,2.6,2000,-20.9,0.19,0,0,2,0,1,305
12,12,2017,18,-7.7,36,1,2000,-20.2,0,0,0,2,0,1,529
12,12,2017,19,-8.2,43,1.1,2000,-18.5,0,0,0,2,0,1,350
12,12,2017,20,-8.4,42,1,2000,-19,0,0,0,2,0,1,260
12,12,2017,21,-8.8,43,1.4,1999,-19.1,0,0,0,2,0,1,270
12,12,2017,22,-9,45,1.3,1999,-18.7,0,0,0,2,0,1,256
12,12,2017,23,-9.3,47,2.1,2000,-18.5,0,0,0,2,0,1,173
13,12,2017,0,-9.5,48,1.3,1996,-18.4,0,0,0,2,0,1,168
13,12,2017,1,-10.2,52,1.6,1997,-18.2,0,0,0,2,0,1,183
13,12,2017,2,-10.4,53,1.8,1949,-18.1,0,0,0,2,0,1,120
13,12,2017,3,-10.9,55,1.8,1913,-18.1,0,0,0,2,0,1,79
13,12,2017,4,-11.4,58,1.3,1907,-18,0,0,0,2,0,1,41
13,12,2017,5,-11.5,58,1.1,1923,-18.1,0,0,0,2,0,1,68
13,12,2017,6,-11.9,57,1.1,1974,-18.7,0,0,0,2,0,1,109
13,12,2017,7,-11.7,53,1.6,1998,-19.3,0,0,0,2,0,1,310
13,12,2017,8,-11.4,47,3.3,2000,-20.4,0,0,0,2,0,1,591
13,12,2017,9,-11.1,46,3.4,1981,-20.4,0.1,0,0,2,0,1,340
13,12,2017,10,-9.5,39,2.1,1875,-20.9,0.6,0,0,2,0,1,202
13,12,2017,11,-8.1,35,1.8,1806,-20.9,0.96,0,0,2,0,1,251
13,12,2017,12,-6.5,30,2.9,1945,-21.2,1.17,0,0,2,0,1,267
13,12,2017,13,-5.8,28,2.9,1887,-21.4,1.23,0,0,2,0,1,251
13,12,2017,14,-4.7,27,2.9,1883,-20.8,1.12,0,0,2,0,1,240
13,12,2017,15,-4.9,26,3.1,1887,-21.5,0.89,0,0,2,0,1,240
13,12,2017,16,-4.5,26,2.2,2000,-21.1,0.56,0,0,2,0,1,278
13,12,2017,17,-5.6,29,1.7,2000,-20.8,0.18,0,0,2,0,1,392
13,12,2017,18,-6.6,33,1.1,2000,-20.2,0,0,0,2,0,1,537
13,12,2017,19,-6.6,31,1.6,2000,-20.9,0,0,0,2,0,1,373
13,12,2017,20,-7.6,35,0.8,2000,-20.4,0,0,0,2,0,1,263
13,12,2017,21,-8.3,39,1,2000,-19.8,0,0,0,2,0,1,271
13,12,2017,22,-8.9,39,0.1,2000,-20.3,0,0,0,2,0,1,271
13,12,2017,23,-9.2,44,0.4,1978,-19.2,0,0,0,2,0,1,174
14,12,2017,0,-9.5,50,0.6,1953,-18,0,0,0,2,0,1,171
14,12,2017,1,-9.8,48,0.8,2000,-18.7,0,0,0,2,0,1,170
14,12,2017,2,-10.6,44,0.8,1903,-20.5,0,0,0,2,0,1,107
14,12,2017,3,-10.7,48,0.4,1651,-19.6,0,0,0,2,0,1,80
14,12,2017,4,-11,50,0.8,1718,-19.4,0,0,0,2,0,1,52
14,12,2017,5,-10.8,48,0.8,1648,-19.6,0,0,0,2,0,1,62
14,12,2017,6,-11,55,0.8,1541,-18.2,0,0,0,2,0,1,108
14,12,2017,7,-10.9,57,1.1,1387,-17.7,0,0,0,2,0,1,279
14,12,2017,8,-10.4,54,1.1,1432,-17.9,0.01,0,0,2,0,1,621
14,12,2017,9,-9.4,44,0.5,1680,-19.4,0.13,0,0,2,0,1,305
14,12,2017,10,-7.7,43,0.9,1555,-18.1,0.35,0,0,2,0,1,189
14,12,2017,11,-6.1,38,1,1587,-18.1,0.52,0,0,2,0,1,247
14,12,2017,12,-4.9,34,1.3,1768,-18.3,0.6,0,0,2,0,1,278
14,12,2017,13,-3.8,32,0.9,1827,-18.1,0.52,0,0,2,0,1,282
14,12,2017,14,-2.7,28,0.7,1857,-18.7,0.65,0,0,2,0,1,294
14,12,2017,15,-2.5,29,1.1,1667,-18.1,0.48,0,0,2,0,1,301
14,12,2017,16,-2.4,28,0.9,1878,-18.4,0.35,0,0,2,0,1,335
14,12,2017,17,-2.9,31,0.6,1723,-17.7,0.09,0,0,2,0,1,382
